filename,left,top,right,bottom,company_name,full_name,position_name,address,phone_number,fax,mobile,email,url
2841.png,10,850,225,874,0,0,0,0,0,1,0,0,0
1291.png,343,209,683,272,0,1,0,0,0,0,0,0,0
911.png,65,250,237,280,0,0,1,0,0,0,0,0,0
1178.png,469,369,962,426,0,0,0,1,0,0,0,0,0
3513.png,485,153,549,422,0,1,0,0,0,0,0,0,0
2716.png,250,35,746,78,1,0,0,0,0,0,0,0,0
3515.png,60,51,500,108,1,0,0,0,0,0,0,0,0
898.png,444,431,1008,462,0,0,0,1,0,0,0,0,0
2544.png,41,449,799,488,0,0,0,1,0,0,0,0,0
2246.png,471,398,901,425,0,0,0,1,0,0,0,0,0
242.png,349,259,677,325,0,1,0,0,0,0,0,0,0
3090.png,270,941,609,973,0,0,0,0,0,0,0,0,1
2193.png,30,176,221,204,0,0,1,0,0,0,0,0,0
3310.png,10,585,398,620,0,0,0,0,0,0,0,0,1
2818.png,325,39,998,84,1,0,0,0,0,0,0,0,0
1477.png,513,310,768,337,0,0,0,0,1,0,0,0,0
1055.png,488,466,784,493,0,0,0,0,0,0,1,0,0
245.png,55,338,268,362,0,0,0,0,0,1,0,0,0
941.png,71,205,410,306,0,1,0,0,0,0,0,0,0
877.png,66,499,476,526,0,0,0,1,0,0,0,0,0
73.png,68,167,549,195,0,0,1,0,0,0,0,0,0
3587.png,411,404,605,428,0,0,0,0,1,0,0,0,0
3772.png,59,377,338,408,0,0,0,0,1,0,0,0,0
1720.png,519,271,791,335,0,1,0,0,0,0,0,0,0
1194.png,43,534,297,555,0,0,0,0,0,0,1,0,0
1095.png,285,249,681,305,0,1,0,0,0,0,0,0,0
955.png,169,796,393,823,0,0,0,0,1,0,0,0,0
1581.png,50,948,393,978,0,0,0,0,0,0,0,0,1
1606.png,298,53,850,96,1,0,0,0,0,0,0,0,0
3025.png,397,460,666,483,0,0,0,0,0,0,1,0,0
1095.png,239,209,497,239,0,0,1,0,0,0,0,0,0
2631.png,149,495,361,520,0,0,0,0,1,0,0,0,0
2365.png,322,388,579,448,0,1,0,0,0,0,0,0,0
3475.png,26,231,313,293,0,0,0,1,0,0,0,0,0
3535.png,511,479,859,513,0,0,0,0,0,0,0,0,1
2945.png,318,504,864,528,0,0,0,0,0,1,1,0,0
178.png,169,211,432,242,0,0,0,0,0,1,0,0,0
2133.png,70,512,386,538,0,0,0,0,0,0,1,0,0
3621.png,438,201,591,233,0,0,1,0,0,0,0,0,0
1529.png,12,407,145,432,0,0,1,0,0,0,0,0,0
316.png,470,572,743,599,0,0,0,0,0,0,0,0,1
334.png,490,502,964,529,0,0,0,0,1,1,0,0,0
756.png,48,194,250,224,0,0,1,0,0,0,0,0,0
3762.png,53,470,421,502,0,0,0,0,0,0,0,1,0
2382.png,328,172,450,201,0,0,1,0,0,0,0,0,0
2360.png,6,787,231,814,0,0,0,0,1,0,0,0,0
2801.png,56,768,322,796,0,0,0,0,1,0,0,0,0
760.png,189,258,482,289,0,0,0,0,0,0,1,0,0
525.png,36,200,317,229,0,0,0,0,1,0,0,0,0
2479.png,243,415,784,475,0,0,0,1,0,0,0,0,0
2542.png,221,753,602,812,0,0,0,1,0,0,0,0,0
1627.png,77,895,440,933,0,0,0,0,0,0,0,1,0
2691.png,693,441,889,465,0,0,0,0,0,1,0,0,0
3493.png,42,180,444,212,0,0,1,0,0,0,0,0,0
3069.png,338,530,768,564,0,0,0,0,0,0,0,0,1
2789.png,311,494,545,520,0,0,0,0,0,1,0,0,0
3598.png,518,267,807,300,0,0,0,0,0,1,0,0,0
2671.png,550,472,756,493,0,0,0,0,1,0,0,0,0
113.png,427,524,447,921,0,0,0,0,1,0,0,0,0
2582.png,333,905,607,936,0,0,0,0,0,0,0,1,0
1018.png,123,350,421,409,0,1,0,0,0,0,0,0,0
2528.png,93,815,534,844,0,0,0,1,0,0,0,0,0
328.png,73,866,365,894,0,0,0,0,0,0,1,0,0
1094.png,16,888,283,915,0,0,0,0,0,0,1,0,0
2100.png,66,242,327,304,0,1,0,0,0,0,0,0,0
509.png,46,430,691,470,0,0,0,0,0,0,1,0,1
922.png,240,508,516,532,0,0,0,0,0,0,1,0,0
2763.png,173,30,509,117,1,0,0,0,0,0,0,0,0
608.png,149,52,864,120,1,0,0,0,0,0,0,0,0
2413.png,306,201,552,265,0,1,0,0,0,0,0,0,0
2670.png,62,287,358,318,0,0,0,0,0,0,0,0,1
1681.png,18,498,725,540,0,0,0,0,0,0,0,1,1
1208.png,175,467,387,491,0,0,0,0,1,0,0,0,0
2804.png,56,308,243,338,0,0,1,0,0,0,0,0,0
100.png,240,412,787,476,0,0,0,1,0,0,0,0,0
1224.png,36,439,549,502,0,0,0,1,0,0,0,0,0
2893.png,144,210,457,273,0,1,0,0,0,0,0,0,0
1589.png,466,535,725,558,0,0,0,0,0,0,1,0,0
164.png,474,373,959,429,0,0,0,1,0,0,0,0,0
2909.png,499,287,887,354,0,0,0,1,0,0,0,0,0
1551.png,335,526,668,559,0,0,0,0,0,0,0,0,1
1818.png,78,697,579,768,0,0,0,1,0,0,0,0,0
1205.png,200,32,810,86,1,0,0,0,0,0,0,0,0
2098.png,171,168,424,197,0,0,0,0,1,0,0,0,0
2679.png,13,613,480,660,1,0,0,0,0,0,0,0,0
2246.png,462,555,784,587,0,0,0,0,0,0,0,0,1
2076.png,271,266,819,337,0,1,1,0,0,0,0,0,0
1397.png,339,486,763,518,0,0,0,0,0,0,0,1,0
692.png,55,304,228,333,0,0,1,0,0,0,0,0,0
1881.png,338,824,587,849,0,0,0,0,1,0,0,0,0
1874.png,59,53,975,112,1,0,0,0,0,0,0,0,0
3162.png,554,464,760,485,0,0,0,0,1,0,0,0,0
3282.png,74,88,366,170,0,1,0,0,0,0,0,0,0
817.png,259,194,382,220,0,0,1,0,0,0,0,0,0
764.png,795,30,840,264,0,1,0,0,0,0,0,0,0
1724.png,62,189,383,253,0,1,0,0,0,0,0,0,0
3654.png,78,944,460,977,0,0,0,0,0,0,0,0,1
1742.png,53,222,205,253,0,0,1,0,0,0,0,0,0
628.png,344,62,948,107,1,0,0,0,0,0,0,0,0
2766.png,447,411,958,491,0,0,0,0,0,0,0,0,1
618.png,389,525,413,919,0,0,0,0,0,1,0,0,0
0.png,504,405,828,468,0,0,0,1,0,0,0,0,0
445.png,6,821,222,846,0,0,0,0,1,0,0,0,0
3496.png,310,183,530,210,0,0,1,0,0,0,0,0,0
203.png,68,49,574,148,0,0,0,1,0,0,0,0,0
1724.png,66,152,308,181,0,0,1,0,0,0,0,0,0
3681.png,349,355,621,419,0,1,0,0,0,0,0,0,0
1026.png,591,265,909,293,0,0,0,0,0,0,1,0,0
470.png,50,487,447,515,0,0,0,0,0,0,0,1,0
2594.png,151,203,348,238,0,0,1,0,0,0,0,0,0
326.png,777,445,979,467,0,0,0,0,0,1,0,0,0
2763.png,513,450,876,482,0,0,0,0,0,0,0,1,0
2696.png,58,538,434,573,0,0,0,0,0,0,0,0,1
2257.png,27,191,301,219,0,0,0,0,1,0,0,0,0
2099.png,176,168,425,194,0,0,0,0,1,0,0,0,0
1924.png,51,247,309,308,0,1,0,0,0,0,0,0,0
1123.png,52,456,521,482,0,0,0,1,0,0,0,0,0
78.png,34,460,377,487,0,0,0,0,0,0,0,0,1
617.png,393,180,849,234,1,0,0,0,0,0,0,0,0
3723.png,330,556,981,579,0,0,0,0,0,0,0,1,1
3213.png,291,386,583,416,0,0,0,0,0,0,1,0,0
591.png,519,438,835,472,0,0,0,0,0,0,0,0,1
569.png,388,58,447,563,1,0,0,0,0,0,0,0,0
114.png,144,83,538,157,0,0,0,1,0,0,0,0,0
1000.png,374,234,424,264,0,0,1,0,0,0,0,0,0
768.png,540,396,870,426,0,0,0,0,0,0,0,1,0
1829.png,650,542,1000,575,0,0,0,0,0,0,0,0,1
1731.png,410,215,706,276,0,1,0,0,0,0,0,0,0
2371.png,29,436,381,502,0,0,0,0,0,0,0,1,1
3699.png,82,778,315,807,0,0,0,0,1,0,0,0,0
446.png,32,155,330,184,0,0,1,0,0,0,0,0,0
878.png,317,192,568,222,0,0,1,0,0,0,0,0,0
1726.png,54,159,548,216,0,1,0,0,0,0,0,0,0
1849.png,648,462,964,484,0,0,0,0,0,0,1,0,0
615.png,393,463,672,490,0,0,0,0,0,0,1,0,0
2224.png,338,820,587,848,0,0,0,0,1,0,0,0,0
1497.png,580,292,963,323,0,0,0,0,0,0,0,1,0
3592.png,55,401,521,428,0,0,0,1,0,0,0,0,0
935.png,495,174,876,205,0,0,0,0,0,0,0,1,0
2680.png,65,495,603,549,1,0,0,0,0,0,0,0,0
1124.png,493,181,810,242,0,1,0,0,0,0,0,0,0
367.png,156,182,387,208,0,0,0,0,1,0,0,0,0
1059.png,69,396,714,426,0,0,0,1,0,0,0,0,0
239.png,177,448,853,475,0,0,0,1,0,0,0,0,0
3410.png,21,292,212,321,0,0,1,0,0,0,0,0,0
1934.png,68,402,722,436,0,0,0,1,0,0,0,0,0
3555.png,170,445,863,481,0,0,0,1,0,0,0,0,0
1481.png,375,489,589,513,0,0,0,0,0,1,0,0,0
3588.png,59,293,488,363,0,0,0,1,0,0,0,0,0
3763.png,73,936,437,965,0,0,0,0,0,0,0,0,1
965.png,56,445,409,473,0,0,0,0,0,0,0,0,1
420.png,697,396,999,453,0,0,0,1,0,0,0,0,0
2407.png,49,413,337,446,0,0,0,0,0,1,0,0,0
2662.png,59,816,331,843,0,0,0,0,0,1,0,0,0
1789.png,142,53,862,113,1,0,0,0,0,0,0,0,0
3232.png,313,307,576,343,0,0,1,0,0,0,0,0,0
2823.png,405,202,646,263,0,1,0,0,0,0,0,0,0
1006.png,91,81,532,139,1,0,0,0,0,0,0,0,0
329.png,295,873,591,906,0,0,0,0,0,0,1,0,0
2879.png,146,164,400,193,0,0,0,0,1,0,0,0,0
94.png,42,526,329,556,0,0,0,0,0,0,1,0,0
1797.png,64,292,549,362,0,0,0,1,0,0,0,0,0
3287.png,729,479,954,501,0,0,0,0,0,1,0,0,0
2086.png,117,936,515,1003,0,0,0,0,0,0,0,1,1
269.png,36,70,79,388,1,0,0,0,0,0,0,0,0
3052.png,303,530,714,562,0,0,0,0,0,0,0,0,1
1143.png,155,185,387,210,0,0,0,0,1,0,0,0,0
90.png,332,639,563,664,0,0,0,0,0,1,0,0,0
962.png,182,190,457,251,0,1,0,0,0,0,0,0,0
2042.png,185,258,481,284,0,0,0,0,0,0,1,0,0
3398.png,118,484,434,548,0,1,0,0,0,0,0,0,0
743.png,696,523,995,550,0,0,0,0,0,0,0,0,1
137.png,279,261,934,290,0,0,0,1,0,0,0,0,0
3172.png,474,55,777,95,1,0,0,0,0,0,0,0,0
3821.png,48,850,265,874,0,0,0,0,0,1,0,0,0
3065.png,47,406,510,431,0,0,0,1,0,0,0,0,0
1415.png,456,53,581,78,0,0,1,0,0,0,0,0,0
3299.png,342,147,674,214,0,1,0,0,0,0,0,0,0
2408.png,245,403,437,425,0,0,0,0,0,1,0,0,0
2587.png,30,553,309,576,0,0,0,0,0,0,1,0,0
2133.png,73,284,387,347,0,1,0,0,0,0,0,0,0
1813.png,159,797,391,825,0,0,0,0,1,0,0,0,0
3242.png,489,464,784,491,0,0,0,0,0,0,1,0,0
110.png,525,350,754,374,0,0,0,0,0,1,0,0,0
1748.png,243,910,621,939,0,0,0,0,0,0,0,1,0
202.png,193,36,824,91,1,0,0,0,0,0,0,0,0
2842.png,491,48,861,109,1,0,0,0,0,0,0,0,0
2111.png,16,910,370,942,0,0,0,0,0,0,0,1,0
129.png,56,407,408,435,0,0,0,0,0,0,0,1,0
3778.png,351,185,745,245,0,1,0,0,0,0,0,0,0
2330.png,54,401,250,426,0,0,0,0,1,0,0,0,0
403.png,582,284,1009,356,0,0,0,1,0,0,0,0,0
3683.png,366,48,977,89,1,0,0,0,0,0,0,0,0
397.png,179,537,858,566,0,0,0,1,0,0,0,0,0
558.png,6,942,371,975,0,0,0,0,0,0,0,0,1
3694.png,287,939,644,971,0,0,0,0,0,0,0,0,1
3063.png,37,300,219,332,0,0,1,0,0,0,0,0,0
1737.png,300,502,774,535,0,0,0,0,0,0,0,1,0
381.png,504,408,764,434,0,0,0,0,0,1,0,0,0
1599.png,11,581,469,620,0,0,0,0,0,0,0,1,0
2909.png,499,365,757,392,0,0,0,0,1,0,0,0,0
3751.png,14,452,491,551,1,0,0,0,0,0,0,0,0
3570.png,44,229,119,258,0,0,1,0,0,0,0,0,0
1670.png,459,460,793,490,0,0,0,0,0,0,1,0,0
2938.png,45,489,501,512,0,0,0,0,1,1,0,0,0
198.png,294,400,577,431,0,0,0,0,1,0,0,0,0
777.png,29,530,310,553,0,0,0,0,0,0,1,0,0
2031.png,153,122,224,456,0,1,0,0,0,0,0,0,0
1946.png,396,223,631,250,0,0,1,0,0,0,0,0,0
3534.png,46,753,525,810,0,0,0,1,0,0,0,0,0
649.png,432,221,582,249,0,0,1,0,0,0,0,0,0
407.png,72,212,418,275,0,1,0,0,0,0,0,0,0
3481.png,83,908,469,941,0,0,0,0,0,0,0,1,0
820.png,282,383,582,411,0,0,0,0,0,0,1,0,0
191.png,16,74,228,102,0,0,1,0,0,0,0,0,0
3105.png,64,51,500,108,1,0,0,0,0,0,0,0,0
2267.png,62,200,371,227,0,0,0,0,0,0,1,0,0
860.png,44,294,595,331,0,0,0,0,0,0,1,0,0
3753.png,525,394,801,418,0,0,0,0,0,0,1,0,0
557.png,49,947,411,977,0,0,0,0,0,0,0,0,1
700.png,319,500,862,523,0,0,0,0,0,1,1,0,0
1588.png,60,172,147,199,0,0,1,0,0,0,0,0,0
2510.png,346,634,570,659,0,0,0,0,0,1,0,0,0
3231.png,109,179,462,248,0,1,0,0,0,0,0,0,0
3374.png,62,197,382,264,0,1,0,0,0,0,0,0,0
2596.png,138,254,436,283,0,0,0,0,0,0,1,0,0
3427.png,24,861,339,887,0,0,0,0,0,0,1,0,0
2580.png,296,398,569,426,0,0,0,0,1,0,0,0,0
2071.png,391,174,625,203,0,0,1,0,0,0,0,0,0
2026.png,205,756,586,815,0,0,0,1,0,0,0,0,0
79.png,296,259,693,318,0,1,0,0,0,0,0,0,0
2880.png,48,550,419,571,0,0,0,0,0,0,0,1,0
2184.png,526,256,805,286,0,0,0,0,0,1,0,0,0
363.png,43,887,314,912,0,0,0,0,0,0,1,0,0
2237.png,126,523,410,549,0,0,0,0,0,0,0,1,0
1856.png,142,198,608,233,0,0,1,0,0,0,0,0,0
1761.png,328,108,729,171,1,0,0,0,0,0,0,0,0
931.png,306,117,536,171,0,1,0,0,0,0,0,0,0
1358.png,170,502,389,527,0,0,0,0,0,1,0,0,0
3747.png,42,388,406,415,1,0,0,0,0,0,0,0,0
1344.png,347,153,680,220,0,1,0,0,0,0,0,0,0
494.png,31,125,493,161,1,0,0,0,0,0,0,0,0
3053.png,5,886,272,911,0,0,0,0,0,0,1,0,0
1978.png,774,227,972,257,0,0,1,0,0,0,0,0,0
350.png,312,523,669,547,0,0,0,0,0,0,0,1,0
1004.png,45,52,718,111,1,0,0,0,0,0,0,0,0
1721.png,132,96,903,153,1,0,0,0,0,0,0,0,0
3069.png,340,266,760,343,0,0,0,1,0,0,0,0,0
379.png,387,414,647,448,1,0,0,0,0,0,0,0,0
3736.png,692,526,993,553,0,0,0,0,0,0,0,0,1
3670.png,480,499,677,521,0,0,0,0,1,0,0,0,0
724.png,350,526,372,922,0,0,0,0,0,1,0,0,0
1191.png,494,359,763,427,0,0,0,0,1,1,0,0,0
2351.png,578,348,947,377,0,0,0,0,0,0,0,0,1
636.png,354,809,606,837,0,0,0,0,1,0,0,0,0
1529.png,8,904,371,933,0,0,0,0,0,0,0,1,0
3699.png,83,818,317,846,0,0,0,0,0,1,0,0,0
574.png,31,939,395,969,0,0,0,0,0,0,0,0,1
2557.png,275,396,584,425,0,0,0,0,0,0,1,0,0
1694.png,239,406,783,467,0,0,0,1,0,0,0,0,0
2380.png,65,337,403,371,0,0,0,0,0,0,0,1,0
305.png,337,135,686,205,0,1,0,0,0,0,0,0,0
1344.png,50,427,672,454,0,0,0,1,0,0,0,0,0
1690.png,33,229,313,278,0,0,0,0,0,1,0,0,0
2642.png,472,159,638,186,0,0,1,0,0,0,0,0,0
2215.png,43,398,286,425,0,0,0,0,0,1,0,0,0
1495.png,157,827,395,854,0,0,0,0,0,1,0,0,0
3476.png,321,901,630,938,0,0,0,0,0,0,0,1,0
665.png,16,610,485,655,1,0,0,0,0,0,0,0,0
832.png,19,664,604,733,1,0,0,0,0,0,0,0,0
3273.png,492,215,876,247,0,0,0,0,0,0,0,0,1
3182.png,57,301,270,324,0,0,0,0,1,0,0,0,0
860.png,45,373,721,418,0,0,0,0,0,0,0,0,1
1145.png,52,135,579,186,1,0,0,0,0,0,0,0,0
1682.png,463,184,588,210,0,0,1,0,0,0,0,0,0
1158.png,306,158,501,188,0,0,1,0,0,0,0,0,0
2655.png,354,826,628,859,0,0,0,0,0,1,0,0,0
679.png,685,523,989,558,0,0,0,0,0,0,0,0,1
3624.png,32,524,301,548,0,0,0,0,0,0,1,0,0
1144.png,330,521,358,991,0,0,0,0,0,0,0,1,0
1138.png,333,849,587,876,0,0,0,0,0,1,0,0,0
2129.png,30,526,267,580,0,1,0,0,0,0,0,0,0
1903.png,391,179,846,234,1,0,0,0,0,0,0,0,0
1436.png,63,124,153,152,0,0,1,0,0,0,0,0,0
3155.png,265,52,749,98,1,0,0,0,0,0,0,0,0
3732.png,621,538,989,570,0,0,0,0,0,0,0,0,1
1914.png,22,291,213,320,0,0,1,0,0,0,0,0,0
2440.png,16,403,184,431,0,0,1,0,0,0,0,0,0
1112.png,407,530,728,558,0,0,0,0,0,0,0,0,1
3121.png,6,596,215,624,0,0,1,0,0,0,0,0,0
859.png,145,489,357,512,0,0,0,0,1,0,0,0,0
830.png,211,953,426,990,0,0,0,0,0,0,0,0,1
97.png,41,258,314,305,1,0,0,0,0,0,0,0,0
93.png,104,163,418,194,0,0,1,0,0,0,0,0,0
352.png,40,509,306,538,0,0,0,0,1,0,0,0,0
65.png,482,492,862,526,0,0,0,0,0,0,0,1,0
3260.png,399,395,616,420,0,0,0,0,1,0,0,0,0
2570.png,329,817,579,843,0,0,0,0,1,0,0,0,0
3786.png,45,296,292,325,0,0,0,0,1,0,0,0,0
3490.png,23,97,258,128,0,0,1,0,0,0,0,0,0
2897.png,217,509,247,750,0,0,1,0,0,0,0,0,0
132.png,123,361,422,422,0,1,0,0,0,0,0,0,0
1991.png,28,178,394,223,1,0,0,0,0,0,0,0,0
2315.png,503,495,869,523,0,0,0,0,0,0,0,0,1
68.png,467,512,726,536,0,0,0,0,0,0,1,0,0
2436.png,155,329,356,364,0,0,1,0,0,0,0,0,0
2390.png,496,496,968,520,0,0,0,0,1,1,0,0,0
2953.png,177,513,206,698,0,0,1,0,0,0,0,0,0
1141.png,17,926,376,956,0,0,0,0,0,0,0,1,0
2926.png,198,84,296,113,0,0,1,0,0,0,0,0,0
3320.png,60,497,290,521,0,0,0,0,1,0,0,0,0
1568.png,739,492,970,516,0,0,0,0,0,1,0,0,0
3782.png,494,423,735,449,0,0,0,0,0,1,0,0,0
3411.png,66,530,470,562,0,0,0,0,0,0,0,0,1
2495.png,43,148,224,179,0,0,1,0,0,0,0,0,0
3270.png,64,526,469,558,0,0,0,0,0,0,0,0,1
71.png,129,468,338,491,0,0,0,0,1,0,0,0,0
1350.png,45,827,273,855,0,0,0,0,0,1,0,0,0
682.png,259,32,741,76,1,0,0,0,0,0,0,0,0
2461.png,35,637,277,696,0,1,0,0,0,0,0,0,0
883.png,512,443,842,472,0,0,0,0,0,0,0,1,0
3141.png,472,528,817,558,0,0,0,0,0,0,0,0,1
3320.png,51,456,792,487,0,0,0,1,0,0,0,0,0
3301.png,74,739,522,772,0,0,0,1,0,0,0,0,0
2531.png,178,255,476,285,0,0,0,0,0,0,1,0,0
580.png,29,944,449,977,0,0,0,0,0,0,0,0,1
1772.png,62,450,384,480,0,0,0,0,0,0,1,0,0
3616.png,465,542,738,569,0,0,0,0,0,0,0,1,0
3711.png,494,186,824,253,0,1,0,0,0,0,0,0,0
2203.png,47,219,213,248,0,0,1,0,0,0,0,0,0
3406.png,598,493,981,533,0,0,0,0,0,0,0,1,0
2599.png,627,296,961,333,0,0,0,0,0,0,1,0,0
2537.png,493,553,750,585,0,0,0,0,0,0,0,0,1
180.png,33,298,357,327,0,0,0,0,0,0,1,0,0
1198.png,25,145,295,206,0,1,0,0,0,0,0,0,0
2214.png,57,493,255,516,0,0,0,0,0,1,0,0,0
2644.png,205,125,486,182,0,1,0,0,0,0,0,0,0
738.png,322,545,610,568,0,0,0,0,0,0,0,1,0
3628.png,44,364,284,392,0,0,0,0,1,0,0,0,0
965.png,57,374,328,397,0,0,0,0,0,0,1,0,0
1883.png,43,84,383,152,0,1,0,0,0,0,0,0,0
2022.png,59,525,441,563,0,0,0,0,0,0,0,0,1
1883.png,238,494,512,518,0,0,0,0,0,0,1,0,0
3287.png,67,232,408,296,0,1,0,0,0,0,0,0,0
1852.png,279,308,371,334,0,0,1,0,0,0,0,0,0
1915.png,364,839,635,871,0,0,0,0,0,1,0,0,0
448.png,60,55,612,105,1,0,0,0,0,0,0,0,0
101.png,300,534,718,568,0,0,0,0,0,0,0,0,1
1803.png,14,305,359,354,1,0,0,0,0,0,0,0,0
3374.png,60,374,338,407,0,0,0,0,1,0,0,0,0
3008.png,58,299,493,368,0,0,0,1,0,0,0,0,0
3218.png,15,863,298,893,0,0,0,0,0,0,1,0,0
1024.png,35,193,305,229,0,0,0,0,1,0,0,0,0
1721.png,576,508,935,539,0,0,0,0,0,0,0,0,1
3789.png,63,278,389,328,0,0,0,0,0,0,1,0,0
931.png,61,514,887,557,0,0,0,1,0,0,0,0,0
1361.png,159,225,393,250,0,0,0,0,0,1,0,0,0
3694.png,332,870,644,898,0,0,0,0,0,0,1,0,0
196.png,132,872,415,899,0,0,0,0,0,0,1,0,0
3041.png,44,748,540,808,0,0,0,1,0,0,0,0,0
3320.png,569,494,863,519,0,0,0,0,0,0,1,0,0
3021.png,136,215,203,554,0,1,0,0,0,0,0,0,0
2050.png,359,190,756,251,0,1,0,0,0,0,0,0,0
1962.png,80,445,313,471,0,0,0,0,1,0,0,0,0
1937.png,4,341,341,372,0,0,0,0,0,0,0,0,1
255.png,484,124,591,150,0,0,1,0,0,0,0,0,0
1291.png,781,491,980,513,0,0,0,0,0,1,0,0,0
1617.png,98,925,508,958,0,0,0,0,0,0,0,1,0
247.png,312,502,719,533,0,0,0,0,0,0,0,1,0
431.png,183,43,770,146,1,0,0,0,0,0,0,0,0
1749.png,509,442,839,471,0,0,0,0,0,0,0,1,0
2907.png,5,948,349,977,0,0,0,0,0,0,0,0,1
3103.png,28,533,294,556,0,0,0,0,0,0,1,0,0
2914.png,66,412,325,440,0,0,0,0,0,1,0,0,0
409.png,40,202,360,253,0,1,0,0,0,0,0,0,0
3069.png,154,128,222,458,0,1,0,0,0,0,0,0,0
631.png,36,177,329,207,0,1,0,0,0,0,0,0,0
2363.png,83,905,467,938,0,0,0,0,0,0,0,1,0
3439.png,613,499,881,521,0,0,0,0,0,0,1,0,0
1038.png,743,442,988,467,0,0,0,0,0,1,0,0,0
893.png,325,525,354,1001,0,0,0,0,0,0,0,1,0
3518.png,495,403,755,428,0,0,0,0,0,1,0,0,0
844.png,47,486,416,507,0,0,0,0,0,0,0,1,0
356.png,57,513,219,818,0,1,1,0,0,0,0,0,0
1862.png,361,485,738,516,0,0,0,0,0,0,0,0,1
922.png,39,185,330,215,0,1,0,0,0,0,0,0,0
1363.png,80,270,372,336,0,1,0,0,0,0,0,0,0
2191.png,737,447,971,472,0,0,0,0,0,1,0,0,0
1985.png,16,713,520,792,0,0,0,1,0,0,0,0,0
2819.png,12,136,295,171,0,0,1,0,0,0,0,0,0
